"Marks VB-RPG Game Save 1.0"
0,70,100,0,100,100,100,100,1,"",0,120,100,0,50,50
0,0,0,1,102
0,0,0,0,0,0,0,"",#FALSE#,0,0,0,0
10,0,0,0,0,19,1,"Big Sword",#TRUE#,1,39,38,7
11,0,0,0,0,33,1,"Leather Armor",#TRUE#,3,67,35,38
0,0,0,0,0,55,1,"pile of gold",#TRUE#,5,16,90,89
7,0,0,0,0,20,1,"Small Shield",#TRUE#,2,44,93,72
7,0,0,0,0,21,1,"Small Shield",#TRUE#,2,45,84,46
9,0,0,0,0,26,1,"Medium Shield",#TRUE#,2,53,38,22
0,0,0,0,0,56,1,"pile of gold",#TRUE#,5,14,4,0
5,0,0,0,0,46,1,"healing potion",#TRUE#,4,25,53,69
5,0,0,0,0,48,1,"healing potion",#TRUE#,4,26,12,52
4,0,0,0,0,43,1,"healing potion",#TRUE#,4,25,97,68
4,0,0,0,0,41,1,"healing potion",#TRUE#,4,23,52,51
4,0,0,0,0,42,1,"healing potion",#TRUE#,4,23,74,35
10,0,0,0,0,31,1,"Leather Armor",#TRUE#,3,64,81,1
0,0,0,0,0,52,1,"pile of gold",#TRUE#,5,13,32,59
0,0,0,0,0,57,1,"pile of gold",#TRUE#,5,13,34,85
4,0,0,0,0,45,1,"healing potion",#TRUE#,4,26,79,49
9,0,0,0,0,18,1,"Big Sword",#TRUE#,1,38,99,15
4,0,0,0,0,45,1,"healing potion",#TRUE#,4,24,31,86
12,0,0,0,0,37,1,"Plate Armor",#TRUE#,3,77,31,14
11,0,0,0,0,34,1,"Chainmail",#TRUE#,3,70,81,24
0,0,0,0,0,52,1,"pile of gold",#TRUE#,5,14,79,10
8,0,0,0,0,16,1,"Medium Sword",#TRUE#,1,33,95,96
8,0,0,0,0,17,1,"Big Sword",#TRUE#,1,36,48,71
5,0,0,0,0,47,1,"healing potion",#TRUE#,4,26,32,57
5,0,0,0,0,48,1,"healing potion",#TRUE#,4,27,82,49
10,0,0,0,0,31,1,"Leather Armor",#TRUE#,3,65,88,45
8,0,0,0,0,17,1,"Big Sword",#TRUE#,1,37,68,60
8,0,0,0,0,15,1,"Medium Sword",#TRUE#,1,33,70,75
7,0,0,0,0,14,1,"Medium Sword",#TRUE#,1,32,73,87
6,0,0,0,0,13,1,"Small Sword",#TRUE#,1,29,89,47
7,0,0,0,0,14,1,"Medium Sword",#TRUE#,1,30,99,4
10,0,0,0,0,29,1,"Big Shield",#TRUE#,2,62,77,90
8,0,0,0,0,25,1,"Medium Shield",#TRUE#,2,51,68,27
0,0,0,0,0,54,1,"pile of gold",#TRUE#,5,16,40,24
8,0,0,0,0,17,1,"Big Sword",#TRUE#,1,36,27,96
10,0,0,0,0,19,1,"Big Sword",#TRUE#,1,43,21,47
0,0,0,0,0,54,1,"pile of gold",#TRUE#,5,11,84,68
0,0,0,0,0,54,1,"pile of gold",#TRUE#,5,14,99,54
4,0,0,0,0,43,1,"healing potion",#TRUE#,4,24,64,51
9,0,0,0,0,28,1,"Big Shield",#TRUE#,2,60,9,72
4,0,0,0,0,43,1,"healing potion",#TRUE#,4,24,91,52
11,0,0,0,0,33,1,"Leather Armor",#TRUE#,3,70,86,26
13,0,0,0,0,39,1,"Plate Armor",#TRUE#,3,83,98,54
13,0,0,0,0,39,1,"Plate Armor",#TRUE#,3,83,38,26
9,0,0,0,0,27,1,"Big Shield",#TRUE#,2,57,59,17
7,0,0,0,0,14,1,"Medium Sword",#TRUE#,1,30,37,83
5,0,0,0,0,10,1,"Small Sword",#TRUE#,1,23,45,8
5,0,0,0,0,46,1,"healing potion",#TRUE#,4,24,44,50
6,0,0,0,0,11,1,"Small Sword",#TRUE#,1,26,9,47
4,0,0,0,0,44,1,"healing potion",#TRUE#,4,22,51,79
4,0,0,0,0,43,1,"healing potion",#TRUE#,4,25,95,89
11,0,0,0,0,33,1,"Leather Armor",#TRUE#,3,66,52,20
4,0,0,0,0,45,1,"healing potion",#TRUE#,4,24,66,22
8,0,0,0,0,25,1,"Medium Shield",#TRUE#,2,52,40,25
11,0,0,0,0,32,1,"Leather Armor",#TRUE#,3,65,68,93
5,0,0,0,0,46,1,"healing potion",#TRUE#,4,24,26,95
0,0,0,0,0,50,1,"pile of gold",#TRUE#,5,14,6,64
10,0,0,0,0,31,1,"Leather Armor",#TRUE#,3,64,83,38
0,0,0,0,0,53,1,"pile of gold",#TRUE#,5,11,57,85
7,0,0,0,0,21,1,"Small Shield",#TRUE#,2,43,18,65
13,0,0,0,0,39,1,"Plate Armor",#TRUE#,3,81,3,95
12,0,0,0,0,37,1,"Plate Armor",#TRUE#,3,74,69,96
4,0,0,0,0,41,1,"healing potion",#TRUE#,4,24,85,51
0,0,0,0,0,54,1,"pile of gold",#TRUE#,5,13,21,5
4,0,0,0,0,45,1,"healing potion",#TRUE#,4,25,88,78
5,0,0,0,0,46,1,"healing potion",#TRUE#,4,26,55,81
0,0,0,0,0,58,1,"pile of gold",#TRUE#,5,16,50,47
12,0,0,0,0,35,1,"Chainmail",#TRUE#,3,71,16,20
5,0,0,0,0,46,1,"healing potion",#TRUE#,4,24,90,74
6,0,0,0,0,11,1,"Small Sword",#TRUE#,1,25,10,36
10,0,0,0,0,29,1,"Big Shield",#TRUE#,2,61,75,50
6,0,0,0,0,11,1,"Small Sword",#TRUE#,1,23,23,2
4,0,0,0,0,41,1,"healing potion",#TRUE#,4,22,91,89
0,0,0,0,0,57,1,"pile of gold",#TRUE#,5,14,67,11
0,0,0,0,0,56,1,"pile of gold",#TRUE#,5,12,61,7
10,0,0,0,0,19,1,"Big Sword",#TRUE#,1,41,51,71
7,0,0,0,0,22,1,"Small Shield",#TRUE#,2,48,73,23
9,0,0,0,0,18,1,"Big Sword",#TRUE#,1,39,74,13
0,0,0,0,0,52,1,"pile of gold",#TRUE#,5,12,37,85
6,0,0,0,0,13,1,"Small Sword",#TRUE#,1,30,48,33
5,0,0,0,0,48,1,"healing potion",#TRUE#,4,26,71,22
4,0,0,0,0,44,1,"healing potion",#TRUE#,4,25,42,57
5,0,0,0,0,10,1,"Small Sword",#TRUE#,1,21,7,22
10,0,0,0,0,31,1,"Leather Armor",#TRUE#,3,66,53,26
9,0,0,0,0,28,1,"Big Shield",#TRUE#,2,58,22,29
4,0,0,0,0,43,1,"healing potion",#TRUE#,4,22,98,16
10,0,0,0,0,29,1,"Big Shield",#TRUE#,2,63,0,75
9,0,0,0,0,27,1,"Big Shield",#TRUE#,2,55,40,71
12,0,0,0,0,37,1,"Plate Armor",#TRUE#,3,78,13,29
5,0,0,0,0,47,1,"healing potion",#TRUE#,4,25,30,72
4,0,0,0,0,43,1,"healing potion",#TRUE#,4,24,26,73
4,0,0,0,0,41,1,"healing potion",#TRUE#,4,25,77,22
4,0,0,0,0,44,1,"healing potion",#TRUE#,4,25,33,4
12,0,0,0,0,37,1,"Plate Armor",#TRUE#,3,74,43,63
4,0,0,0,0,40,1,"healing potion",#TRUE#,4,23,16,64
9,0,0,0,0,28,1,"Big Shield",#TRUE#,2,61,67,14
4,0,0,0,0,40,1,"healing potion",#TRUE#,4,21,24,83
7,0,0,0,0,21,1,"Small Shield",#TRUE#,2,43,4,35
4,0,0,0,0,42,1,"healing potion",#TRUE#,4,25,82,67
10,0,0,0,0,31,1,"Leather Armor",#TRUE#,3,65,3,17
2,55,100,0,0,9,1,"Dungeon Entrance",#FALSE#,9,0,50,48
1,50,48,0,0,8,2,"Dungeon Exit",#FALSE#,9,0,55,100
0,"",0,0,0,0,0,0
0,0,0,0,"",0,0,0,0,0
15," bites with its fangs",5,2,79,79,10,10
1,30,30,1,"Snake",38,38,1,27,88
36,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
35,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
6,#TRUE#,#FALSE#
36,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
5,#TRUE#,#FALSE#
34,#TRUE#,#FALSE#
4,#TRUE#,#FALSE#
